1,4,"enp0s8",1658436463.193873,"1.5.5 (417daa7 - Jul 15 2022 20:33:42)","1.7.3 (92ce3808)"
999,4,"enp0s8",1658436464.435121,"tot",2,"10.0.0.12","10.0.1.11",394208,288
999,4,"enp0s8",1658436464.435121,"tot",2,"10.0.1.11","10.0.0.12",8052,122
999,4,"enp0s8",1658436465.435290,"tot",3,"10.0.1.12","10.0.0.12",6302,95
999,4,"enp0s8",1658436465.435290,"tot",3,"10.0.0.12","10.0.1.11",394274,289
999,4,"enp0s8",1658436465.435290,"tot",3,"10.0.0.12","10.0.1.12",145115,117
999,4,"enp0s8",1658436465.435290,"tot",3,"10.0.1.11","10.0.0.11",6224,94
999,4,"enp0s8",1658436465.435290,"tot",3,"10.0.1.11","10.0.0.12",8778,133
999,4,"enp0s8",1658436465.435290,"tot",3,"10.0.0.11","10.0.1.11",133507,111
999,4,"enp0s8",1658436465.435290,"tot",3,"10.0.0.12","8.8.8.8",148,2
999,4,"enp0s8",1658436465.435290,"tot",3,"10.0.0.12","10.0.0.1",5610,36
999,4,"enp0s8",1658436465.435290,"tot",3,"10.0.0.1","10.0.0.11",8942,42
999,4,"enp0s8",1658436465.435290,"tot",3,"10.0.0.1","10.0.0.12",8942,42
999,4,"enp0s8",1658436465.435290,"tot",3,"10.0.0.11","8.8.8.8",148,2
999,4,"enp0s8",1658436465.435290,"tot",3,"10.0.0.11","10.0.0.1",5532,35
999,4,"enp0s8",1658436466.435558,"tot",4,"10.0.1.12","10.0.0.12",14610,217
999,4,"enp0s8",1658436466.435558,"tot",4,"10.0.0.12","10.0.1.11",392742,287
999,4,"enp0s8",1658436466.435558,"tot",4,"10.0.0.12","10.0.1.12",659626,471
999,4,"enp0s8",1658436466.435558,"tot",4,"10.0.1.11","10.0.0.11",6798,103
999,4,"enp0s8",1658436466.435558,"tot",4,"10.0.1.11","10.0.0.12",8118,123
999,4,"enp0s8",1658436466.435558,"tot",4,"10.0.0.11","10.0.1.11",263602,197
999,4,"enp0s8",1658436467.435735,"tot",5,"10.0.1.12","10.0.0.12",15510,235
999,4,"enp0s8",1658436467.435735,"tot",5,"10.0.0.12","10.0.1.11",394208,288
999,4,"enp0s8",1658436467.435735,"tot",5,"10.0.0.12","10.0.1.12",667148,478
999,4,"enp0s8",1658436467.435735,"tot",5,"10.0.1.11","10.0.0.11",7392,112
999,4,"enp0s8",1658436467.435735,"tot",5,"10.0.1.11","10.0.0.12",9306,141
999,4,"enp0s8",1658436467.435735,"tot",5,"10.0.0.11","10.0.1.11",262136,196
200,4,"enp0s8",1658436468.435421,5753,0,5678,0,5164210,0
999,4,"enp0s8",1658436468.435788,"tot",6,"10.0.1.12","10.0.0.12",15438,231
999,4,"enp0s8",1658436468.435788,"tot",6,"10.0.0.12","10.0.1.11",394208,288
999,4,"enp0s8",1658436468.435788,"tot",6,"10.0.0.12","10.0.1.12",647814,461
999,4,"enp0s8",1658436468.435788,"tot",6,"10.0.1.11","10.0.0.11",7590,115
999,4,"enp0s8",1658436468.435788,"tot",6,"10.0.1.11","10.0.0.12",8910,135
999,4,"enp0s8",1658436468.435788,"tot",6,"10.0.0.11","10.0.1.11",263272,192
999,4,"enp0s8",1658436469.435972,"tot",7,"10.0.1.12","10.0.0.12",14256,216
999,4,"enp0s8",1658436469.435972,"tot",7,"10.0.0.12","10.0.1.11",394208,288
999,4,"enp0s8",1658436469.435972,"tot",7,"10.0.0.12","10.0.1.12",655222,467
999,4,"enp0s8",1658436469.435972,"tot",7,"10.0.1.11","10.0.0.11",7326,111
999,4,"enp0s8",1658436469.435972,"tot",7,"10.0.1.11","10.0.0.12",8646,131
999,4,"enp0s8",1658436469.435972,"tot",7,"10.0.0.11","10.0.1.11",261872,192
999,4,"enp0s8",1658436470.436223,"tot",8,"10.0.1.12","10.0.0.12",14580,218
999,4,"enp0s8",1658436470.436223,"tot",8,"10.0.0.12","10.0.1.11",394208,288
999,4,"enp0s8",1658436470.436223,"tot",8,"10.0.0.12","10.0.1.12",648012,464
999,4,"enp0s8",1658436470.436223,"tot",8,"10.0.1.11","10.0.0.11",8118,123
999,4,"enp0s8",1658436470.436223,"tot",8,"10.0.1.11","10.0.0.12",8844,134
999,4,"enp0s8",1658436470.436223,"tot",8,"10.0.0.11","10.0.1.11",263206,191
999,4,"enp0s8",1658436470.436223,"tot",8,"10.0.0.12","8.8.8.8",148,2
999,4,"enp0s8",1658436470.436223,"tot",8,"10.0.0.11","8.8.8.8",148,2
999,4,"enp0s8",1658436471.436276,"tot",9,"10.0.1.12","10.0.0.12",13926,211
999,4,"enp0s8",1658436471.436276,"tot",9,"10.0.0.12","10.0.1.11",394208,288
999,4,"enp0s8",1658436471.436276,"tot",9,"10.0.0.12","10.0.1.12",656622,467
999,4,"enp0s8",1658436471.436276,"tot",9,"10.0.1.11","10.0.0.11",7392,112
999,4,"enp0s8",1658436471.436276,"tot",9,"10.0.1.11","10.0.0.12",8976,136
999,4,"enp0s8",1658436471.436276,"tot",9,"10.0.0.11","10.0.1.11",236872,174
999,4,"enp0s8",1658436472.436391,"tot",10,"10.0.1.12","10.0.0.12",14760,222
999,4,"enp0s8",1658436472.436391,"tot",10,"10.0.0.12","10.0.1.11",394208,288
999,4,"enp0s8",1658436472.436391,"tot",10,"10.0.0.12","10.0.1.12",656610,467
999,4,"enp0s8",1658436472.436391,"tot",10,"10.0.1.11","10.0.0.11",7854,119
999,4,"enp0s8",1658436472.436391,"tot",10,"10.0.1.11","10.0.0.12",9174,139
