1,3,"enp0s8",1657971777.850550,"1.5.5 (417daa7 - Jul 15 2022 20:33:42)","1.7.3 (92ce3808)"
999,3,"enp0s8",1657971778.283310,"tot",3,"10.0.0.11","8.8.8.8",148,2
999,3,"enp0s8",1657971779.184045,"tot",12,"10.0.0.1","10.0.0.11",626,8
999,3,"enp0s8",1657971779.184045,"tot",12,"10.0.0.11","10.0.0.1",148,2
999,3,"enp0s8",1657971779.284131,"tot",13,"10.0.0.1","10.0.0.11",3212,6
999,3,"enp0s8",1657971779.284131,"tot",13,"10.0.0.11","10.0.0.1",1438,6
999,3,"enp0s8",1657971779.384283,"tot",14,"10.0.0.1","10.0.0.11",652,6
999,3,"enp0s8",1657971779.384283,"tot",14,"10.0.0.11","10.0.0.1",906,7
999,3,"enp0s8",1657971779.484347,"tot",15,"10.0.0.1","10.0.0.11",2668,6
999,3,"enp0s8",1657971779.484347,"tot",15,"10.0.0.11","10.0.0.1",910,7
999,3,"enp0s8",1657971779.584370,"tot",16,"10.0.0.11","10.0.0.1",78,1
999,3,"enp0s8",1657971779.684434,"tot",17,"10.0.0.11","10.0.0.1",1006,1
999,3,"enp0s8",1657971779.784538,"tot",18,"10.0.0.11","10.0.1.11",74,1
999,3,"enp0s8",1657971779.784538,"tot",18,"10.0.0.1","10.0.0.11",1804,14
999,3,"enp0s8",1657971779.784538,"tot",18,"10.0.0.11","10.0.0.1",766,7
999,3,"enp0s8",1657971779.884767,"tot",19,"10.0.1.11","10.0.0.11",207,3
999,3,"enp0s8",1657971779.884767,"tot",19,"10.0.0.11","10.0.1.11",305,4
999,3,"enp0s8",1657971779.884767,"tot",19,"10.0.0.12","10.0.0.1",466,6
999,3,"enp0s8",1657971779.884767,"tot",19,"10.0.0.1","10.0.0.11",132,2
999,3,"enp0s8",1657971779.884767,"tot",19,"10.0.0.1","10.0.0.12",3610,12
999,3,"enp0s8",1657971779.884767,"tot",19,"10.0.0.11","10.0.0.1",420,6
999,3,"enp0s8",1657971779.984777,"tot",20,"10.0.1.11","10.0.0.11",273,4
999,3,"enp0s8",1657971779.984777,"tot",20,"10.0.0.11","10.0.1.11",227,2
999,3,"enp0s8",1657971779.984777,"tot",20,"10.0.0.12","10.0.0.1",1772,6
999,3,"enp0s8",1657971779.984777,"tot",20,"10.0.0.1","10.0.0.12",612,6
999,3,"enp0s8",1657971780.084848,"tot",21,"10.0.1.11","10.0.0.11",200,3
999,3,"enp0s8",1657971780.084848,"tot",21,"10.0.0.11","10.0.1.11",12631,15
999,3,"enp0s8",1657971780.084848,"tot",21,"10.0.0.12","10.0.0.1",992,8
999,3,"enp0s8",1657971780.084848,"tot",21,"10.0.0.1","10.0.0.12",2580,6
999,3,"enp0s8",1657971780.184900,"tot",22,"10.0.1.11","10.0.0.11",2178,33
999,3,"enp0s8",1657971780.184900,"tot",22,"10.0.0.11","10.0.1.11",31142,23
999,3,"enp0s8",1657971780.184900,"tot",22,"10.0.0.12","10.0.0.1",250,3
999,3,"enp0s8",1657971780.184900,"tot",22,"10.0.0.1","10.0.0.12",356,2
999,3,"enp0s8",1657971780.284979,"tot",23,"10.0.1.11","10.0.0.11",2640,40
999,3,"enp0s8",1657971780.284979,"tot",23,"10.0.0.11","10.0.1.11",55976,42
999,3,"enp0s8",1657971780.385150,"tot",24,"10.0.1.11","10.0.0.11",1584,24
999,3,"enp0s8",1657971780.385150,"tot",24,"10.0.0.11","10.0.1.11",65706,49
999,3,"enp0s8",1657971780.385150,"tot",24,"10.0.0.12","10.0.0.1",1116,2
999,3,"enp0s8",1657971780.385150,"tot",24,"10.0.0.1","10.0.0.12",1084,6
999,3,"enp0s8",1657971780.485519,"tot",25,"10.0.1.12","10.0.0.12",207,3
999,3,"enp0s8",1657971780.485519,"tot",25,"10.0.0.12","10.0.1.12",243,3
999,3,"enp0s8",1657971780.485519,"tot",25,"10.0.1.11","10.0.0.11",1122,17
999,3,"enp0s8",1657971780.485519,"tot",25,"10.0.0.11","10.0.1.11",47996,36
999,3,"enp0s8",1657971780.485519,"tot",25,"10.0.0.12","10.0.0.1",1022,11
999,3,"enp0s8",1657971780.485519,"tot",25,"10.0.0.1","10.0.0.12",852,10
999,3,"enp0s8",1657971780.585603,"tot",26,"10.0.1.12","10.0.0.12",199,3
999,3,"enp0s8",1657971780.585603,"tot",26,"10.0.0.12","10.0.1.12",289,3
999,3,"enp0s8",1657971780.585603,"tot",26,"10.0.1.11","10.0.0.11",2046,31
999,3,"enp0s8",1657971780.585603,"tot",26,"10.0.0.11","10.0.1.11",87742,65
999,3,"enp0s8",1657971780.585603,"tot",26,"10.0.0.12","8.8.8.8",148,2
999,3,"enp0s8",1657971780.585603,"tot",26,"10.0.0.12","10.0.0.1",54,1
999,3,"enp0s8",1657971780.685641,"tot",27,"10.0.1.12","10.0.0.12",208,3
999,3,"enp0s8",1657971780.685641,"tot",27,"10.0.0.12","10.0.1.12",309,4
999,3,"enp0s8",1657971780.685641,"tot",27,"10.0.1.11","10.0.0.11",2310,35
999,3,"enp0s8",1657971780.685641,"tot",27,"10.0.0.11","10.0.1.11",93426,69
999,3,"enp0s8",1657971780.785758,"tot",28,"10.0.1.12","10.0.0.12",132,2
999,3,"enp0s8",1657971780.785758,"tot",28,"10.0.0.12","10.0.1.12",1498,3
999,3,"enp0s8",1657971780.785758,"tot",28,"10.0.1.11","10.0.0.11",2046,31
999,3,"enp0s8",1657971780.785758,"tot",28,"10.0.0.11","10.0.1.11",89522,67
999,3,"enp0s8",1657971780.886027,"tot",29,"10.0.1.12","10.0.0.12",3894,59
999,3,"enp0s8",1657971780.886027,"tot",29,"10.0.0.12","10.0.1.12",76466,59
999,3,"enp0s8",1657971780.886027,"tot",29,"10.0.1.11","10.0.0.11",2970,45
999,3,"enp0s8",1657971780.886027,"tot",29,"10.0.0.11","10.0.1.11",127726,95
999,3,"enp0s8",1657971780.986127,"tot",30,"10.0.1.12","10.0.0.12",2640,40
999,3,"enp0s8",1657971780.986127,"tot",30,"10.0.0.12","10.0.1.12",106806,79
999,3,"enp0s8",1657971780.986127,"tot",30,"10.0.1.11","10.0.0.11",2640,40
999,3,"enp0s8",1657971780.986127,"tot",30,"10.0.0.11","10.0.1.11",100196,74
999,3,"enp0s8",1657971781.086310,"tot",31,"10.0.1.12","10.0.0.12",2178,33
999,3,"enp0s8",1657971781.086310,"tot",31,"10.0.0.12","10.0.1.12",83494,63
